,hsk,hex,hanzi,pinyin,translation
1260,5,"['0x4e0d', '0x5b89']",不安,bù ān,"unpeaceful, unstable, uneasy, disturbed, restless, worried,"
1261,5,"['0x4e0d', '0x5f97', '0x4e86']",不得了,bù dé liǎo,"desperately serious, disastrous, extremely, exceedingly,"
1262,5,"['0x4e0d', '0x597d', '0x610f', '0x601d']",不好意思,bù hǎo yì si,"to feel embarrassed, to find it embarrassing, to be sorry (for inconveniencing sb),"
1263,5,"['0x4e0d', '0x514d']",不免,bù miǎn,"inevitably,"
1264,5,"['0x4e0d', '0x7136']",不然,bù rán,"not so, no, or else, otherwise, if not,"
1265,5,"['0x4e0d', '0x5982']",不如,bù rú,"not equal to, not as good as, inferior to, it would be better to,"
1266,5,"['0x4e0d', '0x8db3']",不足,bù zú,"insufficient, lacking, deficiency, not enough, inadequate, not worth, cannot, should not,"
1267,5,['0x5e03'],布,bù,"cloth, to declare, to announce, to spread, to make known,"
1268,5,"['0x6b65', '0x9aa4']",步骤,bù zhòu,"procedure, step,"
1269,5,"['0x90e8', '0x95e8']",部门,bù mén,"department, branch, section, division, CL:個|个[gè],"
1270,5,"['0x8d22', '0x4ea7']",财产,cái chǎn,"property, CL:筆|笔[bǐ],"
1271,5,['0x8e29'],踩,cǎi,"to step on, to tread, to stamp, to press a pedal, to pedal (a bike),"
1272,5,"['0x91c7', '0x8bbf']",采访,cǎi fǎng,"to interview, to gather news, to hunt for and collect, to cover,"
1273,5,"['0x91c7', '0x53d6']",采取,cǎi qǔ,"to adopt or carry out (measures, policies, course of action), to take,"
1274,5,"['0x5f69', '0x8679']",彩虹,cǎi hóng,"rainbow,"
1275,5,"['0x53c2', '0x8003']",参考,cān kǎo,"consultation, reference, to consult, to refer,"
1276,5,"['0x53c2', '0x4e0e']",参与,cān yù,"to participate (in sth),"
1277,5,"['0x9910', '0x5385']",餐厅,cān tīng,"dining hall, dining room, restaurant, CL:間|间,家[jiā],"
1278,5,"['0x6b8b', '0x75be']",残疾,cán jí,"disabled, handicapped, deformity on a person or animal,"
1279,5,"['0x60ed', '0x6127']",惭愧,cán kuì,"ashamed,"
1280,5,"['0x64cd', '0x573a']",操场,cāo chǎng,"playground, sports field, drill ground, CL:個|个[gè],"
1281,5,"['0x64cd', '0x5fc3']",操心,cāo xīn,"to worry about,"
1282,5,['0x518c'],册,cè,"book, booklet, classifier for books,"
1283,5,"['0x6d4b', '0x9a8c']",测验,cè yàn,"test, to test, CL:次,個|个[gè],"
1284,5,"['0x5395', '0x6240']",厕所,cè suǒ,"toilet, lavatory, CL:間|间,處|处[chù],"
1285,5,"['0x66fe', '0x7ecf']",曾经,céng jīng,"once, already, former, previously, ever, (past tense marker used before verb or clause),"
1286,5,['0x63d2'],插,chā,"to insert, stick in, pierce, to take part in, to interfere, to interpose,"
1287,5,"['0x5dee', '0x522b']",差别,chā bié,"difference, distinction, diversity, disparity,"
1288,5,"['0x53c9', '0x5b50']",叉子,chā zi,"fork, CL:把[bǎ],"
1289,5,['0x62c6'],拆,chāi,"to tear open, to tear down, to tear apart, to open,"
1290,5,"['0x4ea7', '0x54c1']",产品,chǎn pǐn,"goods, merchandise, product, CL:個|个[gè],"
1291,5,"['0x4ea7', '0x751f']",产生,chǎn shēng,"to arise, to come into being, to come about, to give rise to, to bring into being, to bring about, to produce, to engender, to generate, to appear, appearance, emergence, generation, production, yield,"
1292,5,"['0x957f', '0x9014']",长途,cháng tú,"long distance,"
1293,5,"['0x5e38', '0x8bc6']",常识,cháng shí,"common sense, general knowledge, CL:門|门[mén],"
1294,5,['0x6284'],抄,chāo,"to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms,"
1295,5,['0x671d'],朝,cháo,"imperial or royal court, government, dynasty, reign of a sovereign or emperor, court or assembly held by a sovereign or emperor, to make a pilgrimage to, facing, towards,"
1296,5,"['0x671d', '0x4ee3']",朝代,cháo dài,"dynasty, reign (of a king),"
1297,5,['0x7092'],炒,chǎo,"to sauté, to stir-fry, to speculate, to hype, to fire (sb),"
1298,5,"['0x5435', '0x67b6']",吵架,chǎo jià,"to quarrel, to have a row, quarrel, CL:頓|顿[dùn],"
1299,5,"['0x8f66', '0x5e93']",车库,chē kù,"garage,"
1300,5,"['0x8f66', '0x53a2']",车厢,chē xiāng,"carriage, CL:節|节[jié],"
1301,5,"['0x5f7b', '0x5e95']",彻底,chè dǐ,"thorough, thoroughly, complete,"
1302,5,"['0x6c89', '0x9ed8']",沉默,chén mò,"taciturn, uncommunicative, silent,"
1303,5,['0x8d81'],趁,chèn,"to avail oneself of, to take advantage of,"
1304,5,['0x79f0'],称,chēng,"to weigh, to state, to name, name, appellation, to praise,"
1305,5,"['0x79f0', '0x547c']",称呼,chēng hu,"to call, to address as, appellation,"
1306,5,"['0x79f0', '0x8d5e']",称赞,chēng zàn,"to praise, to acclaim, to commend, to compliment,"
1307,5,['0x4e58'],乘,chéng,"to ride, to mount, to make use of, to avail oneself of, to take advantage of, to multiply (mathematics), Buddhist sect or creed,"
1308,5,"['0x627f', '0x62c5']",承担,chéng dān,"to undertake, to assume (responsibility etc),"
1309,5,"['0x627f', '0x8ba4']",承认,chéng rèn,"to admit, to concede, to recognize, recognition (diplomatic, artistic etc), to acknowledge,"
1310,5,"['0x627f', '0x53d7']",承受,chéng shòu,"to bear, to support, to inherit,"
1311,5,"['0x6210', '0x5206']",成分,chéng fèn,"composition, make-up, ingredient, element, component, one's social status, CL:個|个[gè],"
1312,5,"['0x6210', '0x679c']",成果,chéng guǒ,"result, achievement, gain, profit, CL:個|个[gè],"
1313,5,"['0x6210', '0x5c31']",成就,chéng jiù,"accomplishment, success, attain a result, achievement, CL:個|个[gè],"
1314,5,"['0x6210', '0x7acb']",成立,chéng lì,"to establish, to set up, to be tenable, to hold water,"
1315,5,"['0x6210', '0x8bed']",成语,chéng yǔ,"Chinese set expression, often made up of 4 characters or two couplets of 4 characters each, often alluding to a story or historical quotation, idiom; proverb; saying; adage; set expression, CL:條|条,本,句[jù],"
1316,5,"['0x6210', '0x957f']",成长,chéng zhǎng,"to mature, to grow, growth,"
1317,5,"['0x7a0b', '0x5ea6']",程度,chéng dù,"degree (level or extent), level, CL:個|个[gè],"
1318,5,"['0x7a0b', '0x5e8f']",程序,chéng xù,"procedures, sequence, order, computer program,"
1319,5,"['0x8bda', '0x6073']",诚恳,chéng kěn,"sincere, honest, cordial,"
1320,5,"['0x5403', '0x4e8f']",吃亏,chī kuī,"to suffer losses, to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately,"
1321,5,"['0x6301', '0x7eed']",持续,chí xù,"to continue, to persist, sustainable, preservation,"
1322,5,"['0x6c60', '0x5b50']",池子,chí zi,"pond, CL:個|个[gè],"
1323,5,"['0x5c3a', '0x5b50']",尺子,chǐ zi,"rule, ruler (measuring instrument), CL:把[bǎ],"
1324,5,"['0x7fc5', '0x8180']",翅膀,chì bǎng,"wing, CL:個|个,對|对[duì],"
1325,5,['0x51b2'],冲,chōng,"thoroughfare, to go straight ahead, to rush, to clash,"
1326,5,"['0x5145', '0x7535', '0x5668']",充电器,chōng diàn qì,"battery charger,"
1327,5,"['0x5145', '0x5206']",充分,chōng fèn,"ample, sufficient, adequate, full, fully, to the full,"
1328,5,"['0x5145', '0x6ee1']",充满,chōng mǎn,"full of, brimming with, very full, permeated,"
1329,5,"['0x91cd', '0x590d']",重复,chóng fù,"to repeat, to duplicate, CL:個|个[gè],"
1330,5,"['0x5ba0', '0x7269']",宠物,chǒng wù,"house pet,"
1331,5,"['0x62bd', '0x5c49']",抽屉,chōu ti,"drawer,"
1332,5,"['0x62bd', '0x8c61']",抽象,chōu xiàng,"abstract, abstraction, CL:種|种[zhǒng],"
1333,5,['0x4e11'],丑,chǒu,"shameful, ugly, disgraceful,"
1334,5,['0x81ed'],臭,chòu,"stench, stink, smelly, to smell (bad),"
1335,5,"['0x51fa', '0x7248']",出版,chū bǎn,"to publish, to come off the press, to put out,"
1336,5,"['0x51fa', '0x53e3']",出口,chū kǒu,"an exit, CL:個|个[gè], to speak, to export, (of a ship) to leave port,"
1337,5,"['0x51fa', '0x8272']",出色,chū sè,"remarkable, outstanding,"
1338,5,"['0x51fa', '0x5e2d']",出席,chū xí,"to attend, to participate, present,"
1339,5,"['0x521d', '0x7ea7']",初级,chū jí,"junior, primary,"
1340,5,['0x9664'],除,chú,"to get rid of, to remove, to exclude, to eliminate, to wipe out, to divide, except, not including,"
1341,5,"['0x9664', '0x975e']",除非,chú fēi,"only if (..., or otherwise, ...), only when, only in the case that, unless,"
1342,5,"['0x9664', '0x5915']",除夕,chú xī,"(New Year's) Eve,"
1343,5,"['0x5904', '0x7406']",处理,chǔ lǐ,"to handle, to treat, to deal with, to process, CL:個|个[gè],"
1344,5,"['0x4f20', '0x64ad']",传播,chuán bō,"to disseminate, to propagate, to spread,"
1345,5,"['0x4f20', '0x9012']",传递,chuán dì,"to transmit, to pass on to sb else,"
1346,5,"['0x4f20', '0x67d3']",传染,chuán rǎn,"to infect, contagious,"
1347,5,"['0x4f20', '0x8bf4']",传说,chuán shuō,"legend, folklore, tradition, it is said, they say that...,"
1348,5,"['0x4f20', '0x7edf']",传统,chuán tǒng,"tradition, traditional, convention, conventional, CL:個|个[gè],"
1349,5,"['0x7a97', '0x5e18']",窗帘,chuāng lián,"window curtains,"
1350,5,['0x95ef'],闯,chuǎng,"to rush, to charge, to dash, to break through, to temper oneself (through battling hardships),"
1351,5,"['0x521b', '0x9020']",创造,chuàng zào,"to create, to bring about, to produce, to set (a record),"
1352,5,['0x5439'],吹,chuī,"to blow, to play a wind instrument, to blast, to puff, to boast, to brag, to end in failure, to fall through,"
1353,5,"['0x78c1', '0x5e26']",磁带,cí dài,"magnetic tape, CL:盤|盘,盒[hé],"
1354,5,"['0x8f9e', '0x804c']",辞职,cí zhí,"to resign,"
1355,5,"['0x6b64', '0x5916']",此外,cǐ wài,"besides, in addition, moreover, furthermore,"
1356,5,"['0x523a', '0x6fc0']",刺激,cì jī,"to provoke, to irritate, to upset, to stimulate, to excite, irritant,"
1357,5,"['0x6b21', '0x8981']",次要,cì yào,"secondary,"
1358,5,"['0x5306', '0x5fd9']",匆忙,cōng máng,"hasty, hurried,"
1359,5,"['0x4ece', '0x6b64']",从此,cóng cǐ,"from now on, since then, henceforth,"
1360,5,"['0x4ece', '0x800c']",从而,cóng ér,"thus, thereby,"
1361,5,"['0x4ece', '0x524d']",从前,cóng qián,"previously, formerly, once upon a time,"
1362,5,"['0x4ece', '0x4e8b']",从事,cóng shì,"to go for, to engage in, to undertake, to deal with, to handle, to do,"
1363,5,['0x918b'],醋,cù,"vinegar,"
1364,5,"['0x4fc3', '0x8fdb']",促进,cù jìn,"to promote (an idea or cause), to advance, boost,"
1365,5,"['0x4fc3', '0x4f7f']",促使,cù shǐ,"to induce, to promote, to urge, to impel, to bring about, to provoke, to drive (sb to do sth), to catalyze, to actuate, to contribute to (some development),"
1366,5,['0x50ac'],催,cuī,"to urge, to press, to prompt, to rush sb, to hasten sth, to expedite,"
1367,5,['0x5b58'],存,cún,"to exist, to deposit, to store, to keep, to survive,"
1368,5,"['0x5b58', '0x5728']",存在,cún zài,"to exist, to be, existence,"
1369,5,"['0x9519', '0x8bef']",错误,cuò wù,"error, mistake, CL:個|个[gè], mistaken, false, wrong,"
1370,5,"['0x63aa', '0x65bd']",措施,cuò shī,"measure, step, CL:個|个[gè],"
1371,5,"['0x7b54', '0x5e94']",答应,dā ying,"to promise, to agree, to reply, to respond,"
1372,5,"['0x8fbe', '0x5230']",达到,dá dào,"to reach, to achieve, to attain,"
1373,5,"['0x6253', '0x5de5']",打工,dǎ gōng,"to work a temporary or casual job, (of students) to have a job outside of class time, or during vacation,"
1374,5,"['0x6253', '0x4ea4', '0x9053']",打交道,dǎ jiāo dào,"to come into contact with, to have dealings,"
1375,5,"['0x6253', '0x55b7', '0x568f']",打喷嚏,dǎ pēn tì,"to sneeze,"
1376,5,"['0x6253', '0x542c']",打听,dǎ ting,"to ask about, to inquire about,"
1377,5,"['0x6253', '0x62db', '0x547c']",打招呼,dǎ zhāo hu,"to greet sb by word or action, to give prior notice,"
1378,5,"['0x5927', '0x65b9']",大方,dà fang,"generous, magnanimous, stylish, in good taste, easy-mannered, natural and relaxed,"
1379,5,"['0x5927', '0x8c61']",大象,dà xiàng,"elephant, CL:隻|只[zhī],"
1380,5,"['0x5927', '0x578b']",大型,dà xíng,"large, large-scale,"
1381,5,['0x5446'],呆,dāi,"foolish, stupid, expressionless, blank, to stay,"
1382,5,"['0x8d37', '0x6b3e']",贷款,dài kuǎn,"a loan, to provide a loan (e.g. bank), CL:筆|笔[bǐ],"
1383,5,"['0x5f85', '0x9047']",待遇,dài yù,"treatment, pay, wages, status, salary,"
1384,5,"['0x62c5', '0x4efb']",担任,dān rèn,"to hold a governmental office or post, to assume office of, to take charge of, to serve as,"
1385,5,"['0x5355', '0x7eaf']",单纯,dān chún,"simple, pure, alone, merely,"
1386,5,"['0x5355', '0x8c03']",单调,dān diào,"monotonous,"
1387,5,"['0x5355', '0x72ec']",单独,dān dú,"alone, by oneself, on one's own,"
1388,5,"['0x5355', '0x4f4d']",单位,dān wèi,"a unit, unit (of measure), work unit (one's workplace), CL:個|个[gè],"
1389,5,"['0x5355', '0x5143']",单元,dān yuán,"unit, entrance number, staircase (for residential buildings),"
1390,5,"['0x803d', '0x8bef']",耽误,dān wu,"to delay, to hold up, to waste time, to interfere with,"
1391,5,"['0x80c6', '0x5c0f', '0x9b3c']",胆小鬼,dǎn xiǎo guǐ,"coward,"
1392,5,['0x6de1'],淡,dàn,"insipid, diluted, weak, mild, light in color, tasteless, fresh, indifferent, nitrogen,"
1393,5,"['0x5f53', '0x4ee3']",当代,dāng dài,"the present age, the contemporary era,"
1394,5,['0x6321'],挡,dǎng,"to resist, to obstruct, to hinder, to keep off, to block (a blow), to get in the way of, cover, gear,"
1395,5,['0x5c9b'],岛,dǎo,"island, CL:個|个,座[zuò],"
1396,5,"['0x5012', '0x9709']",倒霉,dǎo méi,"to have bad luck, to be out of luck,"
1397,5,"['0x5bfc', '0x6f14']",导演,dǎo yǎn,"to direct, director (film etc),"
1398,5,"['0x5bfc', '0x81f4']",导致,dǎo zhì,"to lead to, to create, to cause, to bring about,"
1399,5,['0x5012'],倒,dào,"to place upside down, to invert, to pour, to throw out, to move backwards, however, actually, as a matter of fact, contrary to expectation,"
1400,5,"['0x5230', '0x8fbe']",到达,dào dá,"to reach, to arrive,"
1401,5,"['0x9053', '0x5fb7']",道德,dào dé,"virtue, morality, ethics, CL:種|种[zhǒng],"
1402,5,"['0x9053', '0x7406']",道理,dào li,"reason, argument, sense, principle, basis, justification, CL:個|个[gè],"
1403,5,"['0x767b', '0x673a', '0x724c']",登机牌,dēng jī pái,"boarding pass,"
1404,5,"['0x767b', '0x8bb0']",登记,dēng jì,"to register (one's name),"
1405,5,"['0x7b49', '0x5f85']",等待,děng dài,"to wait, to wait for,"
1406,5,"['0x7b49', '0x5019']",等候,děng hòu,"to wait, to wait for,"
1407,5,"['0x7b49', '0x4e8e']",等于,děng yú,"to equal, to be tantamount to,"
1408,5,['0x6ef4'],滴,dī,"a drop, to drip,"
1409,5,"['0x7684', '0x786e']",的确,dí què,"really, indeed,"
1410,5,"['0x654c', '0x4eba']",敌人,dí rén,"enemy, CL:個|个[gè],"
1411,5,['0x9012'],递,dì,"to hand over, to pass on sth, to gradually increase or decrease, progressively,"
1412,5,"['0x5730', '0x9053']",地道,dì dao,"authentic, genuine, typical, from a place known for the product, thorough, conscientious,"
1413,5,"['0x5730', '0x7406']",地理,dì lǐ,"geography,"
1414,5,"['0x5730', '0x533a']",地区,dì qū,"local, regional, district (not necessarily formal administrative unit), region, area, as suffix to city name, means prefecture or county (area administered by a prefecture level city or county level city), CL:個|个[gè],"
1415,5,"['0x5730', '0x6bef']",地毯,dì tǎn,"carpet, rug,"
1416,5,"['0x5730', '0x4f4d']",地位,dì wèi,"position, status, place, CL:個|个[gè],"
1417,5,"['0x5730', '0x9707']",地震,dì zhèn,"earthquake,"
1418,5,"['0x70b9', '0x5934']",点头,diǎn tóu,"to nod,"
1419,5,"['0x70b9', '0x5fc3']",点心,diǎn xin,"light refreshments, pastry, dimsum (in Cantonese cooking), dessert,"
1420,5,"['0x7535', '0x6c60']",电池,diàn chí,"battery, CL:節|节,組|组[zǔ],"
1421,5,"['0x7535', '0x53f0']",电台,diàn tái,"transmitter-receiver, broadcasting station, radio station, CL:個|个,家[jiā],"
1422,5,['0x9493'],钓,diào,"to fish with a hook and bait,"
1423,5,['0x4e01'],丁,dīng,"fourth of 10 heavenly stems 十天干, fourth in order, letter ""D"" or roman ""IV"" in list ""A, B, C"", or ""I, II, III"" etc, butyl, cubes (of food),"
1424,5,['0x9876'],顶,dǐng,"apex, crown of the head, top, roof, to carry on the head, to push to the top, to go against, most, to replace, to substitute, classifier for headwear, hats, veils etc, to ""bump"" a forum thread to raise its profile (internet slang),"
1425,5,['0x51bb'],冻,dòng,"to freeze, to feel very cold, aspic or jelly,"
1426,5,['0x6d1e'],洞,dòng,"cave, hole, zero (unambiguous spoken form when spelling out numbers), CL:個|个[gè],"
1427,5,"['0x52a8', '0x753b', '0x7247']",动画片,dòng huà piàn,"animated film,"
1428,5,['0x9017'],逗,dòu,"to stay, to stop, to pause (while reading), to tease (play with),"
1429,5,"['0x8c46', '0x8150']",豆腐,dòu fu,"tofu, bean curd,"
1430,5,"['0x72ec', '0x7acb']",独立,dú lì,"independent, independence, to stand alone,"
1431,5,"['0x72ec', '0x7279']",独特,dú tè,"unique, distinct, having special characteristics,"
1432,5,"['0x5ea6', '0x8fc7']",度过,dù guò,"to pass, to spend (time), to survive, to get through,"
1433,5,"['0x77ed', '0x4fe1']",短信,duǎn xìn,"text message, SMS,"
1434,5,['0x5806'],堆,duī,"to pile up, to heap up, a mass, pile, heap, stack, large amount,"
1435,5,"['0x5bf9', '0x6bd4']",对比,duì bǐ,"to contrast, contrast, ratio, CL:個|个[gè],"
1436,5,"['0x5bf9', '0x5f85']",对待,duì dài,"to treat, treatment,"
1437,5,"['0x5bf9', '0x65b9']",对方,duì fāng,"counterpart, other person involved, opposite side, other side, receiving party,"
1438,5,"['0x5bf9', '0x624b']",对手,duì shǒu,"opponent, adversary, match,"
1439,5,"['0x5bf9', '0x8c61']",对象,duì xiàng,"target, object, partner, boyfriend, girlfriend, CL:個|个[gè],"
1440,5,"['0x5bf9', '0x4e8e']",对于,duì yú,"regarding, as far as sth is concerned, with regards to,"
1441,5,['0x5428'],吨,dūn,"ton, Taiwan pr. [dùn],"
1442,5,['0x8e72'],蹲,dūn,"to crouch, to squat,"
1443,5,"['0x591a', '0x4e8f']",多亏,duō kuī,"thanks to, luckily,"
1444,5,"['0x591a', '0x4f59']",多余,duō yú,"superfluous, unnecessary, surplus,"
1445,5,"['0x8eb2', '0x85cf']",躲藏,duǒ cáng,"to hide oneself,"
1446,5,"['0x6076', '0x52a3']",恶劣,è liè,"vile, nasty, of very poor quality,"
1447,5,"['0x53d1', '0x8868']",发表,fā biǎo,"to issue, to publish,"
1448,5,"['0x53d1', '0x6101']",发愁,fā chóu,"to worry, to fret, to be anxious, to become sad,"
1449,5,"['0x53d1', '0x8fbe']",发达,fā dá,"developed (country etc), flourishing, to develop,"
1450,5,"['0x53d1', '0x6296']",发抖,fā dǒu,"to tremble, to shake, to shiver,"
1451,5,"['0x53d1', '0x6325']",发挥,fā huī,"to display, to exhibit, to bring out implicit or innate qualities, to express (a thought or moral), to develop (an idea), to elaborate (on a theme),"
1452,5,"['0x53d1', '0x660e']",发明,fā míng,"to invent, invention, CL:個|个[gè],"
